rating,title,date,location
FALSE," “Georgian blood is unique. It may prove useful to fight COVID-19″. According to the article, doctor Dick Longballs from the Virology Research Center in the city of Hartford, the U.S. state of Connecticut, who is involved in developing a vaccine against COVID-19, discovered that Georgian blood contains special particles.",2020/04/20 , Georgia
FALSE, Recent news and media claims that the Tuberculosis vaccine- BCG may be effective against COVID-19,2020/04/20 , Nigeria
FALSE, The photo of a vaccine for canine coronavirus proves that a vaccine exists for the novel coronavirus that causes COVID-19.,2020/04/20 , United States
FALSE, The photo of a vaccine for canine coronavirus proves that a vaccine exists for the novel coronavirus.,2020/04/20 , United States
FALSE," On video an unidentified woman warns Africans not to accept vaccines from China, claiming that the Chinese government wants to kill the “African population” with fake vaccines. She says that seven children died in Senegal after being given the fake vaccine from China.",2020/04/20 , South Africa
FALSE," Bill Gates wants to implement microchips, to depopulate the planet and he is sued in India for killing people with vaccines.",2020/04/20 , Canada
FALSE," Vaccines, including the one for COVID-19, include aborted fetal tissues.",2020/04/20 , Ukraine
FALSE, New York schools add a COVID-19 vaccine to the mandatory school schedule.,2020/04/19 , United States
Misleading," It was claimed that the BCG vaccine, given to all Indians mandatorily after birth, makes them immune to coronavirus.",2020/04/19 , India
False, Lee Kum Kee is a doctor and scientist graduated in China is the creator of the vaccine to cure coronavirus.,2020/04/17 , Mexico
FALSE," “Switzerland already has the coronavirus vaccine” ; “In 6 months he hopes to have the entire population of his country (sic) vaccinated and then export to the rest of the world,” says the image.",2020/04/17 , Colombia
FALSE," Luc Montagnier, a Nobel prize winner, claims that Sars-Cov-2 was made in the laboratory to create an HIV vaccine.",2020/04/17 , Italy
FALSE," 21 people died in Lagos, Nigeria, after getting a COVID-19 vaccine.",2020/04/17 ," Nigeria, Kenya"
Mostly false, A canine coronavirus vaccine shows that “something is wrong” in how we are talking about the novel coronavirus.,2020/04/16 , France
FALSE, Italian doctor who supports the anti-vaccine movement claims that vaccines won’t help in the fight with novel coronavirus because virus mutates too quickly. Post also claims that in reality only 3 people in Italy died because of coronavirus.,2020/04/16 , Lithuania
FALSE, An image of an alleged Mexican scientist who discovered a possible vaccine for coronavirus.,2020/04/15 , Colombia
FALSE, Bill Gates wants to implant microchips in vaccines using the “ID2020 Alliance”.,2020/04/15 , Poland
FALSE, Reports that there is a Chinese vaccine for COVID-19 that has arrived in Africa.,2020/04/15 , Uganda
FALSE, Russia already has a vaccine to fight COVID-19.,2020/04/14 ," Argentina, China, United States, Israel"
FALSE, UN secretary-general announcement that COVID-19 vaccine trials will begin in Africa.,2020/04/14 , Tanzania
FALSE," A French doctor is quoted as saying that US billionaire Bill Gates wants to sell a COVID-19 vaccine in Africa, but it’s poisonous and will “destroy” Africa.",2020/04/14 ," Nigeria, West Africa"
misleading," Social media posts and online articles shared tens of thousands of times claim that the foundation of billionaire philanthropist Bill Gates tested a polio vaccine in India that left at least 490,000 children paralyzed.",2020/04/13 ," Czech Republic, Canada"
FALSE, Russia has a vaccine for the coronavirus.,2020/04/13 , Colombia
FALSE, Says American NIAID director Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”,2020/04/12 , United States
FALSE, A post shared on Facebook and WhatsApp claims that China has sent COVID-19 vaccines to Burundi.,2020/04/11 , Kenya
FALSE, “The COVID-19 future vaccine will come with the ID — a mark. The ID tells everyone you are free of COVID.”,2020/04/11 , United States
FALSE, Seven Senegalese children died after having recieved a vaccine against COVID-19.,2020/04/11 ," Spain, Senegal"
No evidence, The measles-mumps-rubella vaccine reduces the severity of COVID-19.,2020/04/11 , Belgium
FALSE, A YouTube video shared thousands of times claims that two children died from a novel coronavirus vaccine in Guinea.,2020/04/10 , Guinea
FALSE, Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,2020/04/09 , United States
FALSE, COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.,2020/04/09 ," United States, West Africa"
FALSE, Bill Gates personally will profit from a COVID-19 vaccine and he owns a company that plans to implant microchips in everyone.,2020/04/09 , United States
FALSE," In new interview to Fox, President Trump suggests India could have early access to COVID-19 vaccines being developed in US since PM Modi accepted request on HCQ.",2020/04/09 , India
FALSE," In new interview to Fox, President Trump suggests India could have early access to COVID-19 vaccines being developed in US since PM Modi accepted request on HCQ.",2020/04/09 , India
FALSE, COVID-19 vaccine trial killed 7 children in Senegal.,2020/04/09 , United States
FALSE," India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls.",2020/04/08 ," United States, India"
FALSE, Multiple posts shared with pictures of an aircraft delivering supplies claim to show the delivery of coronavirus vaccines from China to a Nigerian airport.,2020/04/08 , Nigeria
FALSE," A picture shows “María Asunción Del Refugio Domínguez, a scientist who graduated with honors. It is very likely that she has discovered a vaccine for COVID, in her arduous investigation, she was infected with the virus.”",2020/04/08 , Mexico
False, President Donald Trump has announced that the Roche Medical Company will launch a coronavirus vaccine this Sunday.,2020/04/07 , Spain
False, Barack Obama warned Africans against vaccines from America and Europe.,2020/04/07 , Ghana
FALSE, A post says that Barack Obama warned Africans not to accept European or American vaccines.,2020/04/07 , Portugal
FALSE, A Facebook post shared thousands of times claims seven children died in Senegal after being given a COVID-19 vaccine.,2020/04/07 , Senegal
FALSE," A nurse working in the US informs Ivorian citizens that their government is misleading them, disguising vaccines centers into testing centers against COVID-19.",2020/04/06 , West Africa
FALSE, French high school in the town of Langres was chosen to test a vaccine against COVID-19.,2020/04/06 , France
False, COVID-19 vaccines will come with a microchip to control the population.,2020/04/06 , Brazil
FALSE," Mahmoud Abdel-Qader Al-Bizerti, the lead researcher in a German group developing a vaccine for COVID-19 was murdered.",2020/04/05 , Greece
FALSE, The bus of Europeans doctors bringing vaccines against COVID-19 in DR Congo was chased away by a crowd of bikers near Kinshasa.,2020/04/04 , DR Congo
FALSE, An hospital was set on fire in Nairobi after people discovered a lot of “poisoned vaccines” against coronavirus sent by the USA.,2020/04/04 , West Africa
False, Barack Obama has urged Africans to reject any COVID-19 vaccine produced by the United States and Europe.,2020/04/04 ," Kenya, United States"
False, 7 kids died in Senegal right after receiving the vaccine for the coronavirus.,2020/04/04 ," DR Congo, Mali, Cameroon"
FALSE," Photos of large plastic-wrapped bundles being offloaded from a plane are of COVID-19 vaccines China has sent to Nigeria, to be distributed for free.",2020/04/04 , Nigeria
Misleading," Cattle vaccine is related to COVID-19, the current panic overblown by media.",2020/04/03 , India
FALSE, A convoy carrying vaccines against COVID-19 in South Africa was attacked in the streets.,2020/04/03 , France
False," There is already a vaccine for coronavirus, created in the U.S.",2020/04/03 , Canada
FALSE," A video shows a meeting between American billionnaire Bill Gates and Senegalese president Macky Sall, who agreed to test COVID-19 vaccines in Senegal.",2020/04/03 ," Senegal, West Africa"
False, Myanmar health minister mentions that a vaccine for COVID-19 was found.,2020/04/02 , Myanmar
False, Barack Obama warned Africans against coronavirus vaccines.,2020/04/02 , Uganda
FALSE, Donald Trump announced a vaccine capable of curing the new coronavirus in three hours.,2020/04/02 , Costa Rica
False, Assassination of the Tunisian doctor Mahmoud Bazarti after his announcement of finding a successful vaccine for COVID-19 in Germany.,2020/04/01 ," Middle East, North Africa"
False, Prince Charles’ recovery from COVID-19 is suspicious; it is proof that a vaccine already exists.,2020/04/01 ," United Kingdom, France"
False," Posts on social media claim there is a US patent for the novel coronavirus and a European patent for a vaccine, citing specific patent numbers.",2020/03/31 , United States
False," A post shared hundreds of times on Facebook claims that Didier Raoult, a French specialist in infectious diseases, is urging Africans “not to take Bill Gates vaccine” against coronavirus as it contains “poison”.",2020/03/31 ," East Africa, Africa, France"
False, French champion of chloroquine Didier Raoult is supposed to have said not to use Bill Gates’ vaccines.,2020/03/30 , France
False, Chain message warns against accepting immunization from coronavirus; says they are rather implanting COVID-19 through said vaccine.,2020/03/30 , Nigeria
FALSE," In a video, the Ooni of Ife, a Nigerian traditional healer, says that plant products and sulphur can be used to treat COVID-19, and a vaccine for the disease can be extracted from the substances too.",2020/03/30 , Nigeria
False, President Donald Trump announced commercialization of a vaccine.,2020/03/29 , Spain
Misleading, Multiple posts shared hundreds of times on Facebook and Twitter in March 2020 claim a new vaccine and a new drug have been developed to prevent and treat the novel coronavirus. The posts claim the developments were made by scientists in Japan and the Philippines respectively.,2020/03/29 , Philippines
